qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.021036148071289062,0.03255510330200195,0.031903982162475586,0.031989097595214844,0.03148078918457031,0.03578805923461914,0.01636981964111328
0.020533084869384766,0.032524824142456055,0.03385496139526367,0.031170129776000977,0.03245210647583008,0.03584408760070801,0.01636981964111328
0.020730018615722656,0.033152103424072266,0.032525062561035156,0.03182196617126465,0.0325467586517334,0.03571295738220215,0.016750812530517578
0.020552873611450195,0.03297305107116699,0.031426191329956055,0.03302192687988281,0.031358957290649414,0.03637194633483887,0.016332149505615234
0.021519899368286133,0.03351283073425293,0.03233695030212402,0.03137612342834473,0.0316162109375,0.035980939865112305,0.016356229782104492
0.021232128143310547,0.03323698043823242,0.03281712532043457,0.031060218811035156,0.03187394142150879,0.035736083984375,0.016347169876098633
0.02131199836730957,0.03228902816772461,0.0326838493347168,0.030740022659301758,0.03322792053222656,0.03619790077209473,0.016548871994018555
0.021544218063354492,0.03207898139953613,0.032041072845458984,0.032292842864990234,0.031241893768310547,0.03575301170349121,0.016350269317626953
0.020994186401367188,0.03490614891052246,0.0320279598236084,0.031687021255493164,0.0327150821685791,0.035970211029052734,0.01633620262145996
0.020762205123901367,0.032846927642822266,0.0354611873626709,0.03222513198852539,0.03286123275756836,0.036071062088012695,0.016595840454101562
0.021096229553222656,0.03119206428527832,0.032399654388427734,0.03148913383483887,0.031636953353881836,0.03573203086853027,0.016333818435668945
0.0209808349609375,0.03219485282897949,0.03165292739868164,0.03189492225646973,0.03307318687438965,0.03587198257446289,0.01633906364440918
0.02114415168762207,0.03278303146362305,0.03355813026428223,0.031635284423828125,0.03216385841369629,0.03671884536743164,0.01763319969177246
0.021420955657958984,0.03155994415283203,0.03128194808959961,0.03061199188232422,0.03193783760070801,0.035722970962524414,0.016391992568969727
0.02091693878173828,0.0318601131439209,0.03323221206665039,0.031007051467895508,0.03149890899658203,0.03588700294494629,0.016459226608276367
0.020532846450805664,0.033727169036865234,0.03329205513000488,0.032299041748046875,0.03255295753479004,0.036103248596191406,0.016424894332885742
0.020709991455078125,0.032258033752441406,0.0321500301361084,0.034353017807006836,0.03212904930114746,0.03584885597229004,0.01767110824584961
0.020605802536010742,0.031751155853271484,0.03331923484802246,0.03131985664367676,0.03245902061462402,0.03631162643432617,0.01643514633178711
0.020325899124145508,0.03346991539001465,0.03300309181213379,0.03234219551086426,0.03224015235900879,0.0360260009765625,0.0165560245513916
0.02105402946472168,0.032939910888671875,0.03313899040222168,0.03343486785888672,0.03137683868408203,0.03596186637878418,0.016337871551513672
0.02080702781677246,0.033364057540893555,0.03160691261291504,0.03084397315979004,0.03139829635620117,0.035865068435668945,0.016347169876098633
0.021182775497436523,0.03257012367248535,0.03163790702819824,0.03328680992126465,0.03180861473083496,0.036006927490234375,0.01644277572631836
0.02110910415649414,0.03253293037414551,0.03227090835571289,0.03359389305114746,0.031883955001831055,0.03591489791870117,0.016579151153564453
0.02074289321899414,0.03273200988769531,0.03220033645629883,0.03785300254821777,0.03289389610290527,0.03569984436035156,0.0162661075592041
0.02214789390563965,0.03326988220214844,0.032781124114990234,0.0329127311706543,0.033051252365112305,0.036238670349121094,0.01648712158203125
0.021093130111694336,0.03304004669189453,0.03293013572692871,0.03125119209289551,0.033792972564697266,0.03574991226196289,0.016354799270629883
0.021054983139038086,0.03159379959106445,0.032701969146728516,0.03377199172973633,0.031078100204467773,0.0364222526550293,0.0163419246673584
0.020834922790527344,0.03220486640930176,0.031204938888549805,0.02998805046081543,0.03147435188293457,0.03585219383239746,0.017024993896484375
0.021360158920288086,0.032011985778808594,0.0312960147857666,0.032707929611206055,0.03179287910461426,0.035398006439208984,0.016444921493530273
0.020836830139160156,0.03175520896911621,0.033709049224853516,0.031069040298461914,0.032182931900024414,0.03595280647277832,0.016190052032470703
0.02042388916015625,0.032469987869262695,0.03209495544433594,0.03356218338012695,0.032649993896484375,0.03586912155151367,0.0165860652923584
0.02157425880432129,0.03272604942321777,0.03391695022583008,0.035077810287475586,0.032785892486572266,0.036477088928222656,0.01613593101501465
0.022085905075073242,0.03334808349609375,0.0321657657623291,0.037455081939697266,0.032196998596191406,0.0363619327545166,0.016145944595336914
0.0208590030670166,0.0344388484954834,0.0314028263092041,0.03296399116516113,0.0330810546875,0.035635948181152344,0.016142845153808594
0.0209200382232666,0.03134799003601074,0.032507896423339844,0.03226017951965332,0.03211069107055664,0.03591132164001465,0.016134262084960938
0.020972013473510742,0.03221392631530762,0.03208303451538086,0.031064748764038086,0.031248092651367188,0.03908395767211914,0.016156911849975586
0.020727157592773438,0.03293299674987793,0.03331303596496582,0.032171010971069336,0.031781911849975586,0.03775215148925781,0.01613163948059082
0.020930051803588867,0.03298020362854004,0.03168797492980957,0.03486299514770508,0.03319501876831055,0.03577375411987305,0.016360998153686523
0.020631074905395508,0.032752275466918945,0.032570838928222656,0.030963897705078125,0.03377389907836914,0.036740779876708984,0.016129016876220703
0.02077507972717285,0.032652854919433594,0.03346395492553711,0.031770944595336914,0.03121495246887207,0.03575301170349121,0.016119003295898438
0.020967960357666016,0.03287696838378906,0.037464141845703125,0.03023505210876465,0.03326702117919922,0.0369107723236084,0.016133785247802734
0.020543813705444336,0.03199291229248047,0.03715825080871582,0.03258705139160156,0.031964778900146484,0.036400794982910156,0.01613783836364746
0.02103590965270996,0.03248906135559082,0.031153202056884766,0.030923128128051758,0.03138303756713867,0.035752058029174805,0.016123056411743164
0.02154994010925293,0.03262019157409668,0.03196907043457031,0.03152799606323242,0.031511783599853516,0.035993099212646484,0.017396211624145508
0.021075010299682617,0.03178215026855469,0.031109094619750977,0.03357696533203125,0.03137326240539551,0.03580808639526367,0.01632404327392578
0.020832061767578125,0.0325162410736084,0.032019853591918945,0.031580209732055664,0.03181195259094238,0.03812098503112793,0.016329050064086914
0.020853042602539062,0.03198695182800293,0.03260993957519531,0.03327322006225586,0.032508134841918945,0.03635096549987793,0.01632213592529297
0.02112889289855957,0.033267974853515625,0.03214406967163086,0.031197071075439453,0.03182697296142578,0.035890817642211914,0.016730785369873047
0.022223949432373047,0.03249788284301758,0.03137397766113281,0.03547501564025879,0.032318115234375,0.03575611114501953,0.016328811645507812
0.02119898796081543,0.03383588790893555,0.032932281494140625,0.03221917152404785,0.03224492073059082,0.03854513168334961,0.016515731811523438
0.021122217178344727,0.03247380256652832,0.03352499008178711,0.031215906143188477,0.03232002258300781,0.04009890556335449,0.016314029693603516
0.02047419548034668,0.0326387882232666,0.03211379051208496,0.032035112380981445,0.031213760375976562,0.04017496109008789,0.01638507843017578
0.020797014236450195,0.03317999839782715,0.03252696990966797,0.03398776054382324,0.03341412544250488,0.037447214126586914,0.016347885131835938
0.021364927291870117,0.0326693058013916,0.03273296356201172,0.03192281723022461,0.03134417533874512,0.036134958267211914,0.016379833221435547
0.020093917846679688,0.032775163650512695,0.03165578842163086,0.030493974685668945,0.03219890594482422,0.03709697723388672,0.01634812355041504
0.021354198455810547,0.03270673751831055,0.03292989730834961,0.030966997146606445,0.032257080078125,0.03562593460083008,0.016483068466186523
0.020906925201416016,0.03294992446899414,0.03338289260864258,0.031761884689331055,0.03301191329956055,0.035819053649902344,0.016407012939453125
0.02027106285095215,0.03175616264343262,0.03254508972167969,0.03236031532287598,0.03203296661376953,0.03606700897216797,0.01612401008605957
0.02113199234008789,0.0328829288482666,0.03161001205444336,0.030153274536132812,0.031517982482910156,0.03624224662780762,0.016121864318847656
0.02094411849975586,0.032972097396850586,0.032804250717163086,0.03671407699584961,0.031334877014160156,0.03575611114501953,0.016128063201904297
0.021319866180419922,0.03145003318786621,0.031084775924682617,0.03235888481140137,0.033570051193237305,0.03605008125305176,0.01611804962158203
0.02074599266052246,0.03317618370056152,0.032911062240600586,0.034329891204833984,0.03254890441894531,0.036048173904418945,0.016180992126464844
0.02132701873779297,0.03223991394042969,0.03250002861022949,0.03403806686401367,0.03233909606933594,0.03587603569030762,0.01634693145751953
0.02077507972717285,0.03195500373840332,0.03130388259887695,0.03643608093261719,0.032000064849853516,0.036401987075805664,0.016166210174560547
0.02060413360595703,0.03264427185058594,0.03153395652770996,0.0323338508605957,0.03197908401489258,0.03575015068054199,0.016121864318847656
0.02035689353942871,0.03200173377990723,0.03286290168762207,0.03418707847595215,0.032682180404663086,0.035881996154785156,0.016125917434692383
0.021123886108398438,0.03197121620178223,0.03242206573486328,0.03347516059875488,0.032692909240722656,0.03595733642578125,0.016119003295898438
0.020447969436645508,0.03395390510559082,0.03319692611694336,0.03315305709838867,0.03256702423095703,0.03580307960510254,0.016211986541748047
0.02103114128112793,0.032547950744628906,0.032305240631103516,0.03267717361450195,0.03300189971923828,0.03614020347595215,0.016336917877197266
0.020991086959838867,0.031822919845581055,0.03216409683227539,0.031199216842651367,0.03213000297546387,0.03671598434448242,0.0161740779876709
0.020740747451782227,0.031771183013916016,0.032733917236328125,0.030708789825439453,0.03151679039001465,0.03579211235046387,0.016098737716674805
0.020611047744750977,0.03253626823425293,0.03313493728637695,0.031061887741088867,0.03195333480834961,0.03598904609680176,0.016155004501342773
0.021837949752807617,0.03258490562438965,0.03409004211425781,0.032737016677856445,0.033917903900146484,0.03639483451843262,0.01613306999206543
0.02117609977722168,0.031603097915649414,0.03331184387207031,0.03120899200439453,0.033003807067871094,0.03575015068054199,0.016149044036865234
0.02056598663330078,0.03275704383850098,0.033601999282836914,0.03363800048828125,0.03190112113952637,0.03595900535583496,0.016370058059692383
0.020908832550048828,0.031861066818237305,0.03178691864013672,0.029812097549438477,0.0331273078918457,0.035912275314331055,0.017392873764038086
0.02095627784729004,0.03189730644226074,0.03284621238708496,0.03265786170959473,0.03338813781738281,0.03584718704223633,0.016143083572387695
0.0210721492767334,0.03346395492553711,0.03240609169006348,0.03269219398498535,0.03248786926269531,0.03608083724975586,0.016396760940551758
0.0209958553314209,0.031507015228271484,0.031767845153808594,0.032775163650512695,0.03196430206298828,0.03585696220397949,0.01725006103515625
0.02152109146118164,0.03215980529785156,0.03313088417053223,0.032327890396118164,0.031961917877197266,0.03587603569030762,0.016525983810424805
0.02128005027770996,0.031890869140625,0.03461408615112305,0.0309140682220459,0.03327202796936035,0.036149024963378906,0.016563892364501953
0.020362138748168945,0.03238391876220703,0.03127598762512207,0.03264117240905762,0.03329181671142578,0.03582906723022461,0.016629934310913086
0.021252155303955078,0.0337679386138916,0.03150582313537598,0.03299403190612793,0.030946969985961914,0.035959720611572266,0.016512155532836914
0.020660877227783203,0.03312182426452637,0.031581878662109375,0.032553911209106445,0.03278684616088867,0.036911964416503906,0.01680588722229004
0.020820140838623047,0.03335404396057129,0.03174090385437012,0.02976369857788086,0.03180503845214844,0.035891056060791016,0.01654195785522461
0.021361351013183594,0.033174991607666016,0.034691810607910156,0.03115391731262207,0.032433271408081055,0.035980939865112305,0.01648712158203125
0.020884037017822266,0.03254985809326172,0.032491207122802734,0.03410196304321289,0.032174110412597656,0.03662610054016113,0.0164949893951416
0.020971059799194336,0.03208589553833008,0.03515291213989258,0.03262782096862793,0.03255105018615723,0.03596305847167969,0.016659021377563477
0.020156145095825195,0.03174591064453125,0.038123130798339844,0.03123307228088379,0.034364938735961914,0.03613114356994629,0.016550302505493164
0.023626089096069336,0.03300118446350098,0.033374786376953125,0.030943870544433594,0.03230404853820801,0.03619027137756348,0.016482114791870117
0.021097183227539062,0.03221607208251953,0.03413033485412598,0.03547501564025879,0.03122401237487793,0.03591203689575195,0.016517162322998047
0.020954132080078125,0.03338885307312012,0.03283214569091797,0.03272080421447754,0.03175806999206543,0.03625297546386719,0.01648998260498047
0.02035689353942871,0.03289389610290527,0.03385806083679199,0.03132796287536621,0.0320587158203125,0.0356600284576416,0.016494035720825195
0.021138906478881836,0.033374786376953125,0.033187150955200195,0.031664133071899414,0.03254079818725586,0.03576183319091797,0.01665210723876953
0.020407915115356445,0.03218793869018555,0.032972097396850586,0.029556989669799805,0.032154083251953125,0.03589487075805664,0.016255855560302734
0.020956754684448242,0.03607487678527832,0.03236794471740723,0.03201913833618164,0.03265190124511719,0.035991668701171875,0.016238689422607422
0.020740985870361328,0.03355598449707031,0.032054901123046875,0.03172016143798828,0.032401084899902344,0.03584909439086914,0.016494274139404297
0.022555112838745117,0.032576799392700195,0.03106999397277832,0.032205820083618164,0.032881736755371094,0.0368199348449707,0.016395092010498047
0.022143125534057617,0.032508134841918945,0.03364706039428711,0.030628204345703125,0.03155374526977539,0.035845041275024414,0.016318321228027344
0.02067708969116211,0.03348135948181152,0.031905174255371094,0.03234386444091797,0.0326383113861084,0.035863637924194336,0.016525745391845703
0.020682096481323242,0.03192400932312012,0.03294730186462402,0.0335543155670166,0.03142404556274414,0.03673291206359863,0.016369104385375977
0.020658016204833984,0.03131508827209473,0.032560110092163086,0.03303980827331543,0.03218412399291992,0.035711050033569336,0.016457319259643555
0.021062850952148438,0.03210926055908203,0.0331568717956543,0.032958984375,0.03317523002624512,0.035703182220458984,0.016445159912109375
0.021966934204101562,0.03338813781738281,0.03333401679992676,0.031136035919189453,0.0316159725189209,0.03603315353393555,0.016405820846557617
0.020854711532592773,0.032087087631225586,0.031845808029174805,0.03185009956359863,0.032829999923706055,0.03585696220397949,0.01635599136352539
0.020205974578857422,0.03319501876831055,0.031388044357299805,0.03356289863586426,0.031674861907958984,0.035961151123046875,0.016444921493530273
0.0206449031829834,0.0331110954284668,0.033805131912231445,0.03336310386657715,0.03172802925109863,0.03589892387390137,0.017225980758666992
0.020933151245117188,0.031465768814086914,0.03193187713623047,0.034287214279174805,0.031989097595214844,0.03598904609680176,0.01638007164001465
0.020845890045166016,0.03349876403808594,0.03200507164001465,0.03277993202209473,0.0321660041809082,0.036457061767578125,0.01763606071472168
0.02078104019165039,0.03182792663574219,0.03234100341796875,0.03502297401428223,0.03203392028808594,0.03565192222595215,0.016299009323120117
0.020572900772094727,0.03171992301940918,0.0326991081237793,0.03240799903869629,0.03243613243103027,0.03577303886413574,0.01632404327392578
0.021101713180541992,0.03247499465942383,0.03325486183166504,0.03263998031616211,0.031831979751586914,0.03677797317504883,0.01638507843017578
0.020704030990600586,0.033299922943115234,0.03225278854370117,0.030306100845336914,0.032315969467163086,0.03581595420837402,0.01645493507385254
0.02130722999572754,0.033299922943115234,0.03232312202453613,0.030842065811157227,0.032557010650634766,0.03584694862365723,0.016326904296875
0.020661115646362305,0.031948089599609375,0.032202959060668945,0.033203840255737305,0.031769752502441406,0.03665518760681152,0.016344070434570312
0.021218061447143555,0.032135963439941406,0.0312039852142334,0.03012394905090332,0.03272104263305664,0.03585505485534668,0.01630425453186035
0.020529985427856445,0.03418898582458496,0.03275179862976074,0.030715227127075195,0.03276872634887695,0.036025047302246094,0.01635003089904785
0.020658016204833984,0.03133893013000488,0.03211212158203125,0.03461790084838867,0.03258013725280762,0.03651714324951172,0.016324996948242188
0.02047896385192871,0.032135009765625,0.032948970794677734,0.03196310997009277,0.032701969146728516,0.03583693504333496,0.016469955444335938
0.020420074462890625,0.03296089172363281,0.032900094985961914,0.03152203559875488,0.03131604194641113,0.04221081733703613,0.016913175582885742
0.02102184295654297,0.03576016426086426,0.03426194190979004,0.032872915267944336,0.03279900550842285,0.0357670783996582,0.016547203063964844
