cpu_freq,cpu_percent,sys_load_1,temperature,timestamp
1605.185625,0.015,0.02,35,2018-05-10 00:37:34.258869
1605.0291249999998,0.0151,0.04,37,2018-05-10 00:38:34.262992
1605.16525,0.015,0.05,36,2018-05-10 00:39:34.267132
1632.11325,0.020099999999999996,0.1,36,2018-05-10 00:40:34.271277
3491.71975,0.0164,0.03,36,2018-05-10 00:41:34.275421
1604.7740000000001,0.0126,0.01,36,2018-05-10 00:42:34.279620
1607.3066250000002,0.013900000000000001,0.15,37,2018-05-10 00:43:34.283757
1609.078875,0.0151,0.14,37,2018-05-10 00:44:34.287975
1604.1308749999996,0.016200000000000003,0.21,36,2018-05-10 00:45:34.292284
1604.651125,0.0149,0.07,37,2018-05-10 00:46:34.296412
1605.114125,0.0149,0.07,36,2018-05-10 00:47:34.300533
1614.1892500000001,0.0215,0.02,35,2018-05-10 00:48:34.304751
1605.009125,0.0164,0.01,37,2018-05-10 00:49:34.309037
1641.0716250000003,0.018799999999999997,0.07,35,2018-05-10 00:50:34.313300
3850.970125,0.020099999999999996,0.02,40,2018-05-10 00:51:34.317280
1604.7857499999998,0.016,0.01,35,2018-05-10 00:52:34.321311
1605.365375,0.0151,0.0,35,2018-05-10 00:53:34.325253
1605.0462499999999,0.0149,0.19,36,2018-05-10 00:54:34.329333
1738.03675,0.016200000000000003,0.28,36,2018-05-10 00:55:34.333472
1650.7328750000001,0.0176,0.25,34,2018-05-10 00:56:34.337500
1775.3747500000002,0.0151,0.09,35,2018-05-10 00:57:34.341658
1623.4344999999998,0.0149,0.15,35,2018-05-10 00:58:34.346008
1604.8604999999998,0.0114,0.13,36,2018-05-10 00:59:34.350217
1604.972375,0.0175,0.21,35,2018-05-10 01:00:34.354573
3880.9628750000006,0.023799999999999998,0.11,41,2018-05-10 01:01:34.358674
1628.3028749999999,0.0164,0.21,35,2018-05-10 01:02:34.362774
1605.2301249999998,0.0126,0.14,34,2018-05-10 01:03:34.367002
1605.0471250000003,0.016200000000000003,0.12,35,2018-05-10 01:04:34.371157
1604.65675,0.0161,0.09,35,2018-05-10 01:05:34.375396
1605.127125,0.0199,0.07,35,2018-05-10 01:06:34.379562
1605.24975,0.0202,0.06,34,2018-05-10 01:07:34.383778
1609.213125,0.0114,0.66,35,2018-05-10 01:08:34.387941
1609.542375,0.013900000000000001,0.88,34,2018-05-10 01:09:34.392197
1604.973375,0.0151,1.2,33,2018-05-10 01:10:34.396344
3862.333625,0.028900000000000002,1.07,44,2018-05-10 01:11:34.400494
1605.6125,0.0199,0.76,36,2018-05-10 01:12:34.404700
1605.1414999999997,0.022400000000000003,0.4,35,2018-05-10 01:13:34.408927
1657.653125,0.0176,0.14,34,2018-05-10 01:14:34.413129
1605.036125,0.0176,0.23,35,2018-05-10 01:15:34.417456
1625.3566250000001,0.021099999999999997,0.6900000000000001,36,2018-05-10 01:16:34.421461
1788.058875,0.02,0.36,34,2018-05-10 01:17:34.425625
1605.1795,0.0175,0.31,35,2018-05-10 01:18:34.429692
1605.1948750000001,0.016200000000000003,0.21,35,2018-05-10 01:19:34.433853
1605.057125,0.0164,0.17,35,2018-05-10 01:20:34.438005
3852.8856250000003,0.0361,0.06,45,2018-05-10 01:21:34.442152
1605.032,0.015,0.31,36,2018-05-10 01:22:34.446281
1620.859375,0.0151,0.19,35,2018-05-10 01:23:34.450536
1606.167375,0.0126,0.1,35,2018-05-10 01:24:34.455031
1605.035125,0.0114,0.15,35,2018-05-10 01:25:34.459193
1652.73625,0.018799999999999997,0.05,34,2018-05-10 01:26:34.463381
1605.013375,0.016200000000000003,0.02,34,2018-05-10 01:27:34.467683
1605.10225,0.015,0.11,34,2018-05-10 01:28:34.471948
1605.171875,0.0189,0.1,35,2018-05-10 01:29:34.476266
1604.8165000000001,0.0126,0.03,34,2018-05-10 01:30:34.480439
3878.739625,0.038900000000000004,0.01,44,2018-05-10 01:31:34.484644
2082.631625,0.0286,0.0,43,2018-05-10 01:32:34.488872
1604.9950000000001,0.016200000000000003,0.14,36,2018-05-10 01:33:34.493155
1604.871,0.0127,0.09,35,2018-05-10 01:34:34.497531
1618.526375,0.0151,0.1,34,2018-05-10 01:35:34.501773
1605.400125,0.0126,0.1,35,2018-05-10 01:36:34.506033
1657.709625,0.013900000000000001,0.33,34,2018-05-10 01:37:34.510317
1605.0407500000001,0.015,0.19,35,2018-05-10 01:38:34.514579
1605.9735,0.013999999999999999,0.12,34,2018-05-10 01:39:34.518852
1604.6395000000002,0.0151,0.04,35,2018-05-10 01:40:34.523106
3863.6931250000002,0.0464,0.05,40,2018-05-10 01:41:34.527344
1605.1927500000002,0.011200000000000002,0.02,35,2018-05-10 01:42:34.531642
1606.118125,0.0151,0.0,34,2018-05-10 01:43:34.535894
1879.0061249999997,0.013900000000000001,0.0,35,2018-05-10 01:44:34.540195
1682.8155000000002,0.016200000000000003,0.05,34,2018-05-10 01:45:34.544402
1641.845125,0.0151,0.07,35,2018-05-10 01:46:34.548744
1701.49275,0.013900000000000001,0.02,34,2018-05-10 01:47:34.553046
1605.137875,0.02,0.09,35,2018-05-10 01:48:34.557293
1605.4144999999999,0.0126,0.03,34,2018-05-10 01:49:34.561460
1643.56625,0.0189,0.16,34,2018-05-10 01:50:34.565885
3873.43725,0.0489,0.11,42,2018-05-10 01:51:34.569961
1605.033,0.018799999999999997,0.08,35,2018-05-10 01:52:34.574228
1604.9555,0.0151,0.03,34,2018-05-10 01:53:34.578374
1604.316,0.0126,0.05,35,2018-05-10 01:54:34.582574
1604.5832500000001,0.0125,0.12,35,2018-05-10 01:55:34.586836
1604.7935000000002,0.0114,0.19,34,2018-05-10 01:56:34.591040
1718.586,0.0199,0.17,34,2018-05-10 01:57:34.595270
1624.6926249999997,0.0164,0.2,34,2018-05-10 01:58:34.599578
1608.232,0.0138,0.14,34,2018-05-10 01:59:34.603860
1604.9087499999998,0.0174,0.14,34,2018-05-10 02:00:34.608018
3820.9005,0.0501,0.05,41,2018-05-10 02:01:34.612237
1605.005,0.0197,0.02,35,2018-05-10 02:02:34.616511
1605.91175,0.0126,0.0,35,2018-05-10 02:03:34.620903
1605.1208749999998,0.0114,0.05,35,2018-05-10 02:04:34.625093
1604.9817500000001,0.019799999999999998,0.02,37,2018-05-10 02:05:34.629344
1788.910375,0.011200000000000002,0.0,34,2018-05-10 02:06:34.633481
1856.1757499999999,0.0114,0.08,34,2018-05-10 02:07:34.637678
1871.784375,0.0182,0.07,35,2018-05-10 02:08:34.642016
1860.3656250000001,0.013900000000000001,0.02,34,2018-05-10 02:09:34.646255
1858.6928749999997,0.0275,0.12,35,2018-05-10 02:10:34.650481
3796.9721250000002,0.0567,0.1,41,2018-05-10 02:11:34.654677
2053.668625,0.0186,0.08,36,2018-05-10 02:12:34.658883
1955.0455000000002,0.011200000000000002,0.03,34,2018-05-10 02:13:34.663231
2187.7005,0.022099999999999998,0.01,35,2018-05-10 02:14:34.667368
2114.843875,0.0125,0.24,33,2018-05-10 02:15:34.671601
2131.169875,0.0186,0.19,35,2018-05-10 02:16:34.675830
2294.183625,0.0138,0.66,34,2018-05-10 02:17:34.680002
2247.5096249999997,0.015,0.24,34,2018-05-10 02:18:34.684329
2163.918875,0.016200000000000003,0.27,36,2018-05-10 02:19:34.688636
2348.439,0.015,0.16,35,2018-05-10 02:20:34.692859
3834.8070000000002,0.0705,0.11,41,2018-05-10 02:21:34.697052
2449.71925,0.0161,0.04,34,2018-05-10 02:22:34.701343
2645.84325,0.0184,0.05,34,2018-05-10 02:23:34.705589
2408.526625,0.0149,0.02,35,2018-05-10 02:24:34.709811
2644.727375,0.0175,0.08,34,2018-05-10 02:25:34.714089
2816.652375,0.0151,0.1,34,2018-05-10 02:26:34.718251
2886.50475,0.015,0.04,34,2018-05-10 02:27:34.722624
2751.10025,0.011200000000000002,0.11,35,2018-05-10 02:28:34.726876
2883.832625,0.015,0.09,33,2018-05-10 02:29:34.731229
2554.845875,0.0161,0.16,34,2018-05-10 02:30:34.735542
3891.51025,0.0694,0.14,44,2018-05-10 02:31:34.739793
2278.676,0.01,0.08,34,2018-05-10 02:32:34.744036
2510.688625,0.011200000000000002,0.08,34,2018-05-10 02:33:34.748272
2362.102625,0.0125,0.07,34,2018-05-10 02:34:34.752491
3080.152,0.0173,0.02,35,2018-05-10 02:35:34.756658
3003.4635,0.0125,0.01,36,2018-05-10 02:36:34.760864
3002.4991250000003,0.0125,0.07,34,2018-05-10 02:37:34.765215
2740.288375,0.0125,0.19,35,2018-05-10 02:38:34.769432
3460.30275,0.0114,0.15,36,2018-05-10 02:39:34.773791
2571.2709999999997,0.0125,0.1,34,2018-05-10 02:40:34.777850
3745.756375,0.0779,0.07,42,2018-05-10 02:41:34.782096
2788.8613750000004,0.0125,0.02,36,2018-05-10 02:42:34.786350
2219.7047500000003,0.0138,0.11,36,2018-05-10 02:43:34.790458
3712.97275,0.016200000000000003,0.18,36,2018-05-10 02:44:34.794989
2349.6304999999998,0.0175,0.1,37,2018-05-10 02:45:34.798874
2901.62375,0.0151,0.04,37,2018-05-10 02:46:34.802497
2191.129,0.022400000000000003,0.08,37,2018-05-10 02:47:34.806088
3665.81825,0.0212,0.14,42,2018-05-10 02:48:34.809694
2159.3372499999996,0.0174,0.23,38,2018-05-10 02:49:34.813201
1740.1174999999998,0.022400000000000003,0.13,37,2018-05-10 02:50:34.816724
3473.2745,0.0738,0.05,41,2018-05-10 02:51:34.820217
2522.9447499999997,0.0186,0.12,37,2018-05-10 02:52:34.823806
2271.5265,0.026000000000000002,0.04,37,2018-05-10 02:53:34.827199
2248.3182500000003,0.0186,0.09,35,2018-05-10 02:54:34.830724
1807.1885000000002,0.0149,0.08,36,2018-05-10 02:55:34.834420
2314.8986250000003,0.0248,0.03,37,2018-05-10 02:56:34.837967
1829.820875,0.016,0.05,37,2018-05-10 02:57:34.841582
2845.7472500000003,0.0175,0.24,36,2018-05-10 02:58:34.845020
2112.901,0.0189,0.18,35,2018-05-10 02:59:34.848625
2512.8225,0.016200000000000003,0.2,36,2018-05-10 03:00:34.852163
3108.6005,0.08289999999999999,0.30000000000000004,45,2018-05-10 03:01:34.855700
1831.100125,0.0175,0.63,36,2018-05-10 03:02:34.859204
1691.889625,0.0175,0.9,35,2018-05-10 03:03:34.862800
1916.65325,0.015,1.0,37,2018-05-10 03:04:34.866426
2195.6956250000003,0.0149,1.09,36,2018-05-10 03:05:34.870081
2557.4395,0.0161,0.8,36,2018-05-10 03:06:34.873679
1792.5187500000002,0.029900000000000003,0.49,36,2018-05-10 03:07:34.877478
2395.52575,0.0161,0.23,34,2018-05-10 03:08:34.881092
2057.1742500000005,0.0174,0.63,35,2018-05-10 03:09:34.884833
2609.893625,0.015,0.23,37,2018-05-10 03:10:34.888639
3246.86525,0.083,0.16,42,2018-05-10 03:11:34.892446
1985.9395000000002,0.0161,0.06,35,2018-05-10 03:12:34.896437
2200.043125,0.018500000000000003,0.11,34,2018-05-10 03:13:34.899973
2106.43475,0.0174,0.08,35,2018-05-10 03:14:34.903880
2439.962,0.0186,0.15,35,2018-05-10 03:15:34.907778
1673.4015000000002,0.0199,0.13,35,2018-05-10 03:16:34.911862
2504.243125,0.018500000000000003,0.25,34,2018-05-10 03:17:34.915733
1906.8815,0.018500000000000003,0.09,35,2018-05-10 03:18:34.920030
1605.045125,0.0138,0.11,35,2018-05-10 03:19:34.923950
1851.911375,0.0138,0.19,36,2018-05-10 03:20:34.927593
2557.15375,0.0888,0.39,45,2018-05-10 03:21:34.931264
1694.6818749999998,0.0161,0.18,35,2018-05-10 03:22:34.935209
1750.089375,0.0101,0.06,35,2018-05-10 03:23:34.939192
1678.211875,0.0173,0.06,34,2018-05-10 03:24:34.943380
2167.3267499999997,0.015,0.06,35,2018-05-10 03:25:34.947576
1666.46875,0.021400000000000002,0.02,35,2018-05-10 03:26:34.951660
1787.1162499999998,0.0173,0.05,34,2018-05-10 03:27:34.955354
1633.7708750000002,0.0114,0.02,37,2018-05-10 03:28:34.959375
1642.7007499999997,0.016200000000000003,0.0,35,2018-05-10 03:29:34.963399
1624.4916249999999,0.016200000000000003,0.12,36,2018-05-10 03:30:34.967414
2698.9357499999996,0.0875,0.04,36,2018-05-10 03:31:34.971629
1816.922125,0.0138,0.06,37,2018-05-10 03:32:34.975618
1688.564125,0.015,0.02,34,2018-05-10 03:33:34.979840
1810.4505,0.0126,0.01,35,2018-05-10 03:34:34.983983
1785.1190000000001,0.0125,0.0,35,2018-05-10 03:35:34.987894
1729.4547499999999,0.0173,0.0,34,2018-05-10 03:36:34.991705
1710.6632500000003,0.0161,0.05,34,2018-05-10 03:37:34.995907
1662.2173750000002,0.011200000000000002,0.02,35,2018-05-10 03:38:34.999976
1736.452,0.0125,0.0,35,2018-05-10 03:39:35.003959
1666.429875,0.021,0.05,35,2018-05-10 03:40:35.008081
2613.6275,0.0882,0.13,36,2018-05-10 03:41:35.012159
2572.0052499999997,0.016200000000000003,0.24,35,2018-05-10 03:42:35.016221
1657.978375,0.022400000000000003,0.12,35,2018-05-10 03:43:35.020230
1655.988125,0.0125,0.04,36,2018-05-10 03:44:35.024383
1605.20125,0.0288,0.01,36,2018-05-10 03:45:35.028385
1667.0756249999997,0.0138,0.04,35,2018-05-10 03:46:35.032477
1617.8946250000001,0.011200000000000002,0.08,34,2018-05-10 03:47:35.036570
1852.441125,0.0138,0.03,34,2018-05-10 03:48:35.040804
1845.2192499999999,0.011200000000000002,0.01,34,2018-05-10 03:49:35.044743
1729.51525,0.0138,0.0,34,2018-05-10 03:50:35.048914
1855.8188750000002,0.092,0.1,37,2018-05-10 03:51:35.053230
1680.0569999999998,0.0125,0.18,35,2018-05-10 03:52:35.057462
1868.05375,0.011200000000000002,0.07,35,2018-05-10 03:53:35.061716
1633.4735000000003,0.016,0.02,35,2018-05-10 03:54:35.066061
1627.420875,0.0136,0.04,35,2018-05-10 03:55:35.070118
1695.456875,0.01,0.01,36,2018-05-10 03:56:35.074233
1667.06225,0.0161,0.04,34,2018-05-10 03:57:35.078279
1605.062625,0.01,0.09,34,2018-05-10 03:58:35.082460
1604.892,0.0138,0.12,35,2018-05-10 03:59:35.086399
1664.510125,0.0089,0.04,35,2018-05-10 04:00:35.090675
2291.358125,0.0908,0.53,37,2018-05-10 04:01:35.094889
1779.172,0.0125,0.19,35,2018-05-10 04:02:35.099026
1845.7687500000002,0.011200000000000002,0.29,34,2018-05-10 04:03:35.103178
1712.551875,0.0239,0.1,35,2018-05-10 04:04:35.107373
1862.353125,0.01,0.08,35,2018-05-10 04:05:35.111645
1604.919125,0.0138,0.03,35,2018-05-10 04:06:35.115363
2275.4551250000004,0.01,0.04,34,2018-05-10 04:07:35.119430
1955.183,0.0174,0.06,36,2018-05-10 04:08:35.123416
1744.6311249999999,0.0186,0.09,34,2018-05-10 04:09:35.127617
1809.7179999999998,0.0138,0.03,34,2018-05-10 04:10:35.131780
1890.8281250000002,0.0928,0.01,36,2018-05-10 04:11:35.135889
1673.4344999999998,0.0136,0.09,34,2018-05-10 04:12:35.139912
1647.51825,0.0088,0.14,34,2018-05-10 04:13:35.145017
1647.735375,0.011200000000000002,0.05,34,2018-05-10 04:14:35.149385
2395.877375,0.0126,0.02,36,2018-05-10 04:15:35.153597
1616.127375,0.0149,0.07,34,2018-05-10 04:16:35.157796
1654.3812500000001,0.011200000000000002,0.02,35,2018-05-10 04:17:35.161953
1617.54125,0.01,0.01,35,2018-05-10 04:18:35.166088
1704.4866250000002,0.0088,0.04,36,2018-05-10 04:19:35.170152
1613.091125,0.0075,0.01,34,2018-05-10 04:20:35.174321
1781.8646250000002,0.0958,0.04,37,2018-05-10 04:21:35.178539
1764.223125,0.01,0.14,34,2018-05-10 04:22:35.182641
2031.281125,0.0212,0.19,36,2018-05-10 04:23:35.186834
1715.8226249999998,0.0075,0.27,34,2018-05-10 04:24:35.190877
1711.46425,0.0088,0.26,34,2018-05-10 04:25:35.194963
1604.8467500000002,0.0088,0.23,36,2018-05-10 04:26:35.199249
1634.80225,0.0075,0.08,34,2018-05-10 04:27:35.203577
1616.321875,0.015,0.12,35,2018-05-10 04:28:35.207692
1663.41925,0.0138,0.2,35,2018-05-10 04:29:35.211681
1619.5266250000002,0.0101,0.19,35,2018-05-10 04:30:35.215972
1616.287875,0.0849,0.16,35,2018-05-10 04:31:35.220152
1688.33975,0.0062,0.1,35,2018-05-10 04:32:35.224368
1604.16675,0.0075,0.23,35,2018-05-10 04:33:35.228670
1654.8265000000001,0.0088,0.15,34,2018-05-10 04:34:35.232890
1706.37375,0.013500000000000002,0.1,35,2018-05-10 04:35:35.237131
1756.3455,0.0138,0.19,34,2018-05-10 04:36:35.241381
1643.3627500000002,0.0088,0.11,36,2018-05-10 04:37:35.245617
1715.3567500000001,0.0124,0.1,35,2018-05-10 04:38:35.249852
1625.179375,0.01,0.38,34,2018-05-10 04:39:35.254099
1605.2358749999999,0.0173,0.14,34,2018-05-10 04:40:35.258267
2104.74075,0.08800000000000001,0.2,35,2018-05-10 04:41:35.262444
1605.0785,0.021099999999999997,0.1,34,2018-05-10 04:42:35.266517
1604.5993750000002,0.0138,0.1,35,2018-05-10 04:43:35.270627
1609.03175,0.011200000000000002,0.03,35,2018-05-10 04:44:35.274807
1605.074125,0.0161,0.26,34,2018-05-10 04:45:35.278968
1610.6795,0.011200000000000002,0.09,35,2018-05-10 04:46:35.283181
1605.31875,0.01,0.03,35,2018-05-10 04:47:35.287342
1625.493375,0.0075,0.2,35,2018-05-10 04:48:35.291570
1606.28375,0.0149,0.07,34,2018-05-10 04:49:35.295728
1604.95075,0.0199,0.02,35,2018-05-10 04:50:35.299823
1614.6245,0.085,0.01,34,2018-05-10 04:51:35.303993
1668.1425,0.009899999999999999,0.0,34,2018-05-10 04:52:35.308148
1609.1816250000002,0.0088,0.52,34,2018-05-10 04:53:35.312419
1605.318125,0.0124,0.22,35,2018-05-10 04:54:35.316657
1604.68575,0.0125,0.19,33,2018-05-10 04:55:35.320662
1605.1688749999998,0.016,0.6000000000000001,35,2018-05-10 04:56:35.324892
1624.245375,0.011200000000000002,1.0,34,2018-05-10 04:57:35.329022
1623.2333749999998,0.0075,1.1,34,2018-05-10 04:58:35.333149
1633.397125,0.0075,1.07,35,2018-05-10 04:59:35.337267
1633.987375,0.0146,1.09,34,2018-05-10 05:00:35.341355
2296.926375,0.0818,0.53,35,2018-05-10 05:01:35.345355
1660.197,0.0075,0.30000000000000004,35,2018-05-10 05:02:35.349513
1611.80825,0.0125,0.11,34,2018-05-10 05:03:35.353621
1609.861125,0.011200000000000002,0.09,35,2018-05-10 05:04:35.357924
1604.92,0.0138,0.29,35,2018-05-10 05:05:35.362086
1628.804375,0.011200000000000002,0.23,34,2018-05-10 05:06:35.366303
1604.9105,0.0146,0.16,34,2018-05-10 05:07:35.370481
1605.1037499999998,0.0125,0.09,35,2018-05-10 05:08:35.374512
1604.99725,0.011200000000000002,0.23,36,2018-05-10 05:09:35.378728
1605.6775,0.01,0.22,34,2018-05-10 05:10:35.382881
1649.38775,0.0775,0.08,34,2018-05-10 05:11:35.386945
1604.637,0.0062,0.07,35,2018-05-10 05:12:35.391121
1657.92225,0.0171,0.02,34,2018-05-10 05:13:35.395368
1605.060375,0.011200000000000002,0.09,34,2018-05-10 05:14:35.399566
1604.9271249999997,0.0124,0.03,33,2018-05-10 05:15:35.403651
1604.9083750000002,0.0075,0.01,34,2018-05-10 05:16:35.407875
1604.8781250000002,0.0174,0.2,34,2018-05-10 05:17:35.412067
1788.902875,0.011200000000000002,0.07,35,2018-05-10 05:18:35.416310
1604.9573750000002,0.0111,0.09,35,2018-05-10 05:19:35.420593
1613.8631249999996,0.02,0.09,33,2018-05-10 05:20:35.424824
1772.3896250000003,0.0706,0.03,35,2018-05-10 05:21:35.429080
1626.4715000000003,0.0136,0.26,33,2018-05-10 05:22:35.433273
1626.004625,0.015,0.13,33,2018-05-10 05:23:35.437386
1761.4979999999998,0.016,0.04,34,2018-05-10 05:24:35.441719
1677.247875,0.0062,0.06,34,2018-05-10 05:25:35.446392
1607.2003750000001,0.009899999999999999,0.16,34,2018-05-10 05:26:35.450612
1672.773,0.01,0.13,34,2018-05-10 05:27:35.454929
1611.91625,0.009899999999999999,0.04,33,2018-05-10 05:28:35.458987
1605.097125,0.01,0.08,33,2018-05-10 05:29:35.463134
1604.9873750000002,0.0088,0.03,33,2018-05-10 05:30:35.467330
1605.0825,0.073,0.18,33,2018-05-10 05:31:35.471539
1605.59725,0.0138,0.06,33,2018-05-10 05:32:35.475792
1658.2135,0.011200000000000002,0.02,36,2018-05-10 05:33:35.480077
1604.846125,0.011200000000000002,0.22,33,2018-05-10 05:34:35.484361
1605.0392499999998,0.0062,0.21,34,2018-05-10 05:35:35.488564
1605.2050000000002,0.01,0.08,33,2018-05-10 05:36:35.492675
1607.43475,0.0111,0.06,34,2018-05-10 05:37:35.496869
1604.96625,0.0088,0.02,33,2018-05-10 05:38:35.500979
1605.0467499999997,0.0225,0.06,34,2018-05-10 05:39:35.505289
1653.0511249999997,0.0086,0.02,33,2018-05-10 05:40:35.509642
1604.9438750000002,0.0641,0.04,35,2018-05-10 05:41:35.513649
1605.16275,0.01,0.01,33,2018-05-10 05:42:35.517805
1605.880875,0.0125,0.0,33,2018-05-10 05:43:35.522061
1605.11375,0.0174,0.09,33,2018-05-10 05:44:35.526173
1655.1763750000002,0.0075,0.59,34,2018-05-10 05:45:35.530437
1640.6156250000001,0.0088,0.25,33,2018-05-10 05:46:35.534855
1630.3927500000002,0.0175,0.30000000000000004,34,2018-05-10 05:47:35.539117
1604.977875,0.01,0.14,36,2018-05-10 05:48:35.543190
1608.2891249999998,0.0086,0.09,35,2018-05-10 05:49:35.547385
1604.8923750000001,0.0111,0.03,34,2018-05-10 05:50:35.551588
1755.727375,0.0574,0.01,35,2018-05-10 05:51:35.555626
1612.25525,0.01,0.06,35,2018-05-10 05:52:35.559906
1605.29425,0.0088,0.08,35,2018-05-10 05:53:35.564151
1605.2318749999997,0.011200000000000002,0.03,33,2018-05-10 05:54:35.568411
1605.061375,0.0174,0.05,33,2018-05-10 05:55:35.572493
1604.9917500000001,0.01,0.11,33,2018-05-10 05:56:35.576687
1608.06825,0.0125,0.11,34,2018-05-10 05:57:35.581003
1605.55075,0.017,0.07,35,2018-05-10 05:58:35.585173
1604.279,0.01,0.06,36,2018-05-10 05:59:35.589401
1636.6857499999999,0.0125,0.14,34,2018-05-10 06:00:35.593601
1705.66375,0.0478,0.1,36,2018-05-10 06:01:35.597627
1639.0523750000002,0.0125,0.1,34,2018-05-10 06:02:35.601772
1605.155625,0.0111,0.14,35,2018-05-10 06:03:35.605901
1605.608,0.01,0.05,34,2018-05-10 06:04:35.610160
1610.3681250000002,0.0062,0.08,35,2018-05-10 06:05:35.614429
1604.3275,0.0125,0.03,35,2018-05-10 06:06:35.618714
1605.0851250000003,0.0149,0.2,33,2018-05-10 06:07:35.622961
1616.8606249999998,0.0125,0.31,34,2018-05-10 06:08:35.627087
1604.936125,0.0125,0.11,33,2018-05-10 06:09:35.631238
1605.3705,0.0075,0.09,33,2018-05-10 06:10:35.635486
1639.0762499999998,0.0462,0.15,34,2018-05-10 06:11:35.639611
1605.118875,0.0111,0.09,33,2018-05-10 06:12:35.644001
1605.0001250000003,0.0075,0.13,33,2018-05-10 06:13:35.648322
1649.627625,0.0138,0.05,33,2018-05-10 06:14:35.652560
1605.66525,0.0138,0.21,32,2018-05-10 06:15:35.656731
1725.255625,0.013500000000000002,0.12,34,2018-05-10 06:16:35.660986
1721.004,0.0138,0.22,33,2018-05-10 06:17:35.665295
1783.457375,0.0149,0.15,34,2018-05-10 06:18:35.669404
1608.6096249999998,0.0088,0.09,33,2018-05-10 06:19:35.673585
1604.897375,0.0138,0.03,34,2018-05-10 06:20:35.677811
1616.5563750000001,0.0429,0.13,33,2018-05-10 06:21:35.681900
1604.905125,0.011200000000000002,0.04,34,2018-05-10 06:22:35.686106
1604.9995000000004,0.0138,0.07,34,2018-05-10 06:23:35.690353
1605.8851250000002,0.0123,0.21,33,2018-05-10 06:24:35.694630
1605.063,0.0075,0.11,33,2018-05-10 06:25:35.698664
1621.6228749999998,0.0075,0.09,34,2018-05-10 06:26:35.702866
1604.7463749999997,0.01,0.17,34,2018-05-10 06:27:35.707003
1658.12925,0.011200000000000002,0.18,33,2018-05-10 06:28:35.711074
1802.0118750000001,0.0111,0.37,33,2018-05-10 06:29:35.715241
1605.0552500000001,0.01,0.13,34,2018-05-10 06:30:35.719437
1630.171125,0.0425,0.08,32,2018-05-10 06:31:35.723528
1604.9692499999999,0.0088,0.1,34,2018-05-10 06:32:35.727769
1604.121125,0.011200000000000002,0.03,33,2018-05-10 06:33:35.732006
1636.70275,0.0138,0.01,32,2018-05-10 06:34:35.736356
1605.25425,0.0075,0.06,33,2018-05-10 06:35:35.740495
1605.08125,0.018799999999999997,0.16,33,2018-05-10 06:36:35.744800
1605.32225,0.01,0.29,34,2018-05-10 06:37:35.748993
1604.9852500000002,0.011200000000000002,0.44,33,2018-05-10 06:38:35.753084
