cpu_freq,cpu_percent,fan_rpm,sys_load_1,temperature,timestamp
1846.4882499999999,1.85,672.0,0.03,37,2018-05-09 18:17:12.649095
1972.1967499999998,4.24,682.0,0.02,38,2018-05-09 18:17:22.649842
1846.326125,1.5,677.0,0.02,37,2018-05-09 18:17:32.650652
2061.962375,1.5,678.0,0.18,37,2018-05-09 18:17:42.651356
1930.5234999999998,1.73,676.0,0.22,37,2018-05-09 18:17:52.652075
1927.38775,1.6099999999999999,675.0,0.26,37,2018-05-09 18:18:02.652781
1930.668125,2.1,672.0,0.22,36,2018-05-09 18:18:12.653472
1896.832625,1.12,664.0,0.26,37,2018-05-09 18:18:22.654219
1982.7275,1.62,671.0,0.22,37,2018-05-09 18:18:32.654905
1864.234125,1.25,676.0,0.19,37,2018-05-09 18:18:42.655607
1930.190625,2.11,662.0,0.16,37,2018-05-09 18:18:52.656389
1913.0788750000002,2.21,668.0,0.21,37,2018-05-09 18:19:02.657088
2009.3560000000002,1.0,669.0,0.25,37,2018-05-09 18:19:12.657806
1931.8020000000001,1.88,668.0,0.28,38,2018-05-09 18:19:22.658519
1971.768875,1.25,664.0,0.31,37,2018-05-09 18:19:32.659215
1949.938875,1.3599999999999999,668.0,0.34,37,2018-05-09 18:19:42.659938
2081.02,1.38,666.0,0.29,36,2018-05-09 18:19:52.660752
2200.45675,7.44,698.0,0.24,37,2018-05-09 18:20:02.661468
2093.930875,1.8599999999999999,664.0,0.2,37,2018-05-09 18:20:12.662310
1959.14775,1.12,665.0,0.17,37,2018-05-09 18:20:22.662990
2078.589,1.49,669.0,0.15,37,2018-05-09 18:20:32.663699
2052.21375,1.11,668.0,0.2,37,2018-05-09 18:20:42.664419
2076.23425,2.1,675.0,0.25,37,2018-05-09 18:20:52.665098
2059.4196250000005,1.3599999999999999,678.0,0.29,38,2018-05-09 18:21:02.665902
2082.1035,1.24,669.0,0.24,36,2018-05-09 18:21:12.666609
2087.546125,1.25,665.0,0.2,37,2018-05-09 18:21:22.667269
2196.569375,1.62,666.0,0.17,38,2018-05-09 18:21:32.667960
2339.008125,2.24,675.0,0.22,37,2018-05-09 18:21:42.668793
2068.2625,2.11,660.0,0.18,36,2018-05-09 18:21:52.669503
2074.77525,1.25,662.0,0.16,37,2018-05-09 18:22:02.670216
2052.779125,1.3599999999999999,668.0,0.13,36,2018-05-09 18:22:12.670925
2207.3954999999996,3.1,664.0,0.11,37,2018-05-09 18:22:22.671643
2031.381,1.38,663.0,0.09,37,2018-05-09 18:22:32.672343
2195.525125,1.25,661.0,0.08,37,2018-05-09 18:22:42.673128
2048.0985,1.51,658.0,0.15,37,2018-05-09 18:22:52.673861
2050.976625,2.1,659.0,0.12,37,2018-05-09 18:23:02.674551
2177.9363749999998,1.38,666.0,0.18,36,2018-05-09 18:23:12.675380
2064.059875,2.35,667.0,0.22,37,2018-05-09 18:23:22.676116
2119.114375,1.8599999999999999,668.0,0.19,36,2018-05-09 18:23:32.676785
2306.6490000000003,2.12,676.0,0.31,37,2018-05-09 18:23:42.677511
2332.469625,1.5,665.0,0.27,37,2018-05-09 18:23:52.678179
2328.014125,1.85,660.0,0.22,36,2018-05-09 18:24:02.678944
2252.945,1.62,662.0,0.26,37,2018-05-09 18:24:12.679645
2164.611,1.5,669.0,0.30000000000000004,36,2018-05-09 18:24:22.680322
2314.48025,1.62,669.0,0.25,36,2018-05-09 18:24:32.680977
2247.887125,1.62,673.0,0.21,36,2018-05-09 18:24:42.681684
2179.680125,2.2,671.0,0.25,35,2018-05-09 18:24:52.682400
2177.43925,1.01,663.0,0.29,36,2018-05-09 18:25:02.683084
2100.96225,1.12,673.0,0.25,36,2018-05-09 18:25:12.683860
2210.441875,1.25,671.0,0.36,35,2018-05-09 18:25:22.684605
2093.775375,1.3900000000000001,676.0,0.31,36,2018-05-09 18:25:32.685307
2299.910125,1.99,671.0,0.26,36,2018-05-09 18:25:42.685969
2488.645,1.25,672.0,0.22,37,2018-05-09 18:25:52.686773
2527.74675,1.74,674.0,0.18,37,2018-05-09 18:26:02.687465
2595.201875,1.38,662.0,0.16,37,2018-05-09 18:26:12.688160
2436.975375,2.34,663.0,0.21,36,2018-05-09 18:26:22.688889
2176.682,1.38,665.0,0.17,36,2018-05-09 18:26:32.689656
2434.7529999999997,2.0,657.0,0.15,37,2018-05-09 18:26:42.690474
2480.1305,1.12,662.0,0.12,36,2018-05-09 18:26:52.691188
2652.7835,1.12,664.0,0.1,36,2018-05-09 18:27:02.691981
2315.40425,1.96,663.0,0.09,37,2018-05-09 18:27:12.692729
2283.15,2.25,676.0,0.07,37,2018-05-09 18:27:22.693468
2520.323125,1.25,683.0,0.06,36,2018-05-09 18:27:32.694191
2434.7362500000004,1.8599999999999999,682.0,0.05,37,2018-05-09 18:27:42.694920
2525.4261250000004,2.34,679.0,0.04,35,2018-05-09 18:27:52.695649
2363.1144999999997,1.12,670.0,0.11,37,2018-05-09 18:28:02.696371
2367.7003750000003,1.0,667.0,0.25,37,2018-05-09 18:28:12.697099
2224.2902500000005,1.38,664.0,0.21,37,2018-05-09 18:28:22.697856
2110.187875,1.25,661.0,0.18,37,2018-05-09 18:28:32.698561
2546.5226250000005,2.11,666.0,0.15,36,2018-05-09 18:28:42.699338
2079.5925,0.88,663.0,0.12,37,2018-05-09 18:28:52.700031
2198.723125,1.5,668.0,0.11,37,2018-05-09 18:29:02.700803
2509.79225,1.38,669.0,0.09,37,2018-05-09 18:29:12.701673
2408.009125,1.85,663.0,0.16,37,2018-05-09 18:29:22.702363
2587.435875,1.0,667.0,0.13,37,2018-05-09 18:29:32.703062
2713.38,1.62,659.0,0.11,36,2018-05-09 18:29:42.703742
2402.91475,1.12,666.0,0.25,38,2018-05-09 18:29:52.704442
2370.416625,8.04,672.0,0.21,36,2018-05-09 18:30:02.705166
2310.0196250000004,1.12,666.0,0.18,36,2018-05-09 18:30:12.705892
2374.671375,3.52,664.0,0.15,36,2018-05-09 18:30:22.706715
2169.91025,1.88,662.0,0.13,37,2018-05-09 18:30:32.707475
2191.2311250000002,1.99,664.0,0.11,37,2018-05-09 18:30:42.708149
2410.846625,1.99,659.0,0.09,38,2018-05-09 18:30:52.708857
2058.94025,1.0,667.0,0.15,37,2018-05-09 18:31:02.709603
2306.9478750000003,1.49,661.0,0.13,36,2018-05-09 18:31:12.710456
2769.456875,3.0,662.0,0.27,36,2018-05-09 18:31:22.711181
2552.328125,1.99,663.0,0.23,35,2018-05-09 18:31:32.711876
2556.71925,1.5,658.0,0.19,37,2018-05-09 18:31:42.712588
2075.367,1.98,658.0,0.16,37,2018-05-09 18:31:52.713282
2287.5031249999997,1.88,657.0,0.14,36,2018-05-09 18:32:02.713971
2075.3007500000003,2.23,667.0,0.11,37,2018-05-09 18:32:12.714689
2803.5969999999998,2.88,666.0,0.1,36,2018-05-09 18:32:22.715514
2216.47675,2.12,672.0,0.08,36,2018-05-09 18:32:32.716242
2385.369,1.6099999999999999,680.0,0.07,36,2018-05-09 18:32:42.716939
2691.511125,1.75,672.0,0.13,36,2018-05-09 18:32:52.717653
2222.28475,2.23,672.0,0.11,37,2018-05-09 18:33:02.718368
2708.6020000000003,1.62,681.0,0.17,36,2018-05-09 18:33:12.719045
2440.56,11.51,715.0,0.15,38,2018-05-09 18:33:22.719625
2779.9694999999997,1.75,676.0,0.27,37,2018-05-09 18:33:32.720314
2599.657625,2.85,660.0,0.23,36,2018-05-09 18:33:42.721102
2519.71925,1.5,658.0,0.34,37,2018-05-09 18:33:52.721843
2583.290375,1.75,671.0,0.29,37,2018-05-09 18:34:02.722562
2277.0347500000003,1.62,662.0,0.24,37,2018-05-09 18:34:12.723302
2041.9630000000002,1.75,664.0,0.21,36,2018-05-09 18:34:22.724027
2442.77,2.25,657.0,0.17,37,2018-05-09 18:34:32.724732
2447.2305,1.74,657.0,0.15,36,2018-05-09 18:34:42.725531
2291.0647500000005,2.12,663.0,0.12,36,2018-05-09 18:34:52.726243
3016.2895000000003,2.23,665.0,0.1,38,2018-05-09 18:35:02.726945
2150.06825,1.75,664.0,0.09,37,2018-05-09 18:35:12.727678
2187.5343749999997,2.23,668.0,0.07,36,2018-05-09 18:35:22.728392
2060.269,1.38,662.0,0.06,36,2018-05-09 18:35:32.729089
2570.311,2.36,663.0,0.05,38,2018-05-09 18:35:42.729837
2409.2218749999997,1.62,665.0,0.04,36,2018-05-09 18:35:52.730555
2080.02825,2.0,660.0,0.04,36,2018-05-09 18:36:02.731365
2412.4585,2.21,665.0,0.03,36,2018-05-09 18:36:12.732067
2851.159875,1.74,675.0,0.02,37,2018-05-09 18:36:22.732775
3001.323375,1.6099999999999999,667.0,0.02,37,2018-05-09 18:36:32.733576
2184.555625,1.75,662.0,0.1,36,2018-05-09 18:36:42.734281
2349.235375,2.11,662.0,0.08,37,2018-05-09 18:36:52.734990
2708.90025,1.5,667.0,0.07,37,2018-05-09 18:37:02.735705
2735.5585,1.75,670.0,0.06,37,2018-05-09 18:37:12.736432
2811.14575,2.5,670.0,0.05,37,2018-05-09 18:37:22.737271
1926.153125,1.25,661.0,0.04,37,2018-05-09 18:37:32.737960
2585.73325,2.85,662.0,0.11,35,2018-05-09 18:37:42.738632
2604.8345,1.75,664.0,0.17,37,2018-05-09 18:37:52.739425
2024.5929999999998,2.74,656.0,0.30000000000000004,37,2018-05-09 18:38:02.740171
2125.553375,2.96,663.0,0.25,37,2018-05-09 18:38:12.740983
3009.741,1.75,653.0,0.21,37,2018-05-09 18:38:22.741709
2557.52225,1.8599999999999999,655.0,0.18,35,2018-05-09 18:38:32.742476
2660.8331249999997,1.75,653.0,0.23,36,2018-05-09 18:38:42.743231
2168.534875,3.12,662.0,0.19,35,2018-05-09 18:38:52.743907
2103.359875,2.11,681.0,0.16,37,2018-05-09 18:39:02.744619
1886.286375,2.24,683.0,0.21,37,2018-05-09 18:39:12.745339
2234.414625,1.98,660.0,0.33,36,2018-05-09 18:39:22.746048
2092.91425,1.8599999999999999,662.0,0.28,36,2018-05-09 18:39:32.746791
2231.291125,2.23,676.0,0.24,36,2018-05-09 18:39:42.747473
2805.529625,3.61,681.0,0.35000000000000003,37,2018-05-09 18:39:52.748237
2407.89775,7.69,666.0,0.38,36,2018-05-09 18:40:02.748942
2641.802625,1.75,659.0,0.48,36,2018-05-09 18:40:12.749637
2062.9476250000002,1.8599999999999999,664.0,0.48,37,2018-05-09 18:40:22.750344
2291.0783749999996,1.75,659.0,0.49,35,2018-05-09 18:40:32.751040
2485.563125,2.48,665.0,0.41000000000000003,37,2018-05-09 18:40:42.751739
2670.304,1.62,667.0,0.42,35,2018-05-09 18:40:52.752421
2224.246125,1.98,664.0,0.36,37,2018-05-09 18:41:02.753125
2186.2033749999996,1.5,660.0,0.30000000000000004,36,2018-05-09 18:41:12.753973
2374.844875,2.49,661.0,0.26,36,2018-05-09 18:41:22.754704
3328.7335,1.88,666.0,0.22,35,2018-05-09 18:41:32.755511
2316.223125,1.99,668.0,0.18,37,2018-05-09 18:41:42.756221
2383.7588749999995,2.49,658.0,0.15,37,2018-05-09 18:41:52.756928
2155.62125,1.5,657.0,0.13,37,2018-05-09 18:42:02.757590
2671.795125,2.35,665.0,0.11,37,2018-05-09 18:42:12.758522
2130.57925,2.96,664.0,0.09,36,2018-05-09 18:42:22.759275
2211.3360000000002,1.8599999999999999,666.0,0.08,38,2018-05-09 18:42:32.759990
2724.237875,2.11,662.0,0.07,37,2018-05-09 18:42:42.760767
3049.252,1.88,674.0,0.06,37,2018-05-09 18:42:52.761501
2325.235125,2.07,669.0,0.05,37,2018-05-09 18:43:02.762195
2374.34775,1.6099999999999999,657.0,0.04,36,2018-05-09 18:43:12.762871
2211.9567500000003,2.44,660.0,0.03,36,2018-05-09 18:43:22.763638
2113.96825,1.6099999999999999,663.0,0.03,38,2018-05-09 18:43:32.764338
2319.3223749999997,1.25,658.0,0.02,37,2018-05-09 18:43:42.765024
2052.9831249999997,1.0,660.0,0.02,35,2018-05-09 18:43:52.765859
3110.826625,1.5,659.0,0.09,34,2018-05-09 18:44:02.766559
2586.26175,1.12,658.0,0.08,37,2018-05-09 18:44:12.767286
2224.25325,1.6,650.0,0.06,37,2018-05-09 18:44:22.768070
3580.321,2.1,666.0,0.05,36,2018-05-09 18:44:32.768776
2151.039875,1.38,660.0,0.2,37,2018-05-09 18:44:42.769494
2540.0188749999998,1.8599999999999999,659.0,0.25,36,2018-05-09 18:44:52.770212
2059.583375,1.75,656.0,0.21,36,2018-05-09 18:45:02.770910
2663.9337499999997,1.5,655.0,0.18,36,2018-05-09 18:45:12.771603
2314.357,1.11,655.0,0.15,37,2018-05-09 18:45:22.772353
3284.4126249999995,1.12,659.0,0.13,36,2018-05-09 18:45:32.773025
2055.871875,2.09,649.0,0.19,36,2018-05-09 18:45:42.773710
2824.647625,1.6099999999999999,654.0,0.16,35,2018-05-09 18:45:52.774428
2266.1890000000003,1.49,658.0,0.13,35,2018-05-09 18:46:02.775151
2047.621125,1.88,653.0,0.11,36,2018-05-09 18:46:12.775816
2221.79425,1.98,658.0,0.18,36,2018-05-09 18:46:22.776506
3057.067,1.25,660.0,0.15,35,2018-05-09 18:46:32.777297
2352.757125,1.8599999999999999,662.0,0.12,36,2018-05-09 18:46:42.777981
3211.684625,1.0,662.0,0.11,37,2018-05-09 18:46:52.778666
3270.1225,1.3599999999999999,662.0,0.09,37,2018-05-09 18:47:02.779374
2293.957,1.49,657.0,0.07,37,2018-05-09 18:47:12.780079
3189.1748749999997,2.25,657.0,0.14,37,2018-05-09 18:47:22.780789
2384.3158750000002,1.74,659.0,0.12,36,2018-05-09 18:47:32.781666
2668.5,1.12,667.0,0.1,36,2018-05-09 18:47:42.782345
2171.035625,1.3599999999999999,663.0,0.08,37,2018-05-09 18:47:52.783036
2571.3393749999996,1.3599999999999999,658.0,0.07,37,2018-05-09 18:48:02.783844
2834.3646249999997,2.34,667.0,0.13,37,2018-05-09 18:48:12.784545
3127.5178749999995,1.24,659.0,0.18,37,2018-05-09 18:48:22.785304
2329.13175,1.38,664.0,0.16,37,2018-05-09 18:48:32.786084
2366.7498750000004,1.62,663.0,0.13,36,2018-05-09 18:48:42.786817
2221.120625,1.3599999999999999,657.0,0.11,38,2018-05-09 18:48:52.787539
2253.6862499999997,1.6099999999999999,658.0,0.09,36,2018-05-09 18:49:02.788307
2253.967375,1.38,655.0,0.08,36,2018-05-09 18:49:12.789056
2409.2395,1.8399999999999999,665.0,0.07,37,2018-05-09 18:49:22.789816
2819.7293750000003,1.25,664.0,0.14,37,2018-05-09 18:49:32.790551
2687.1717499999995,1.8599999999999999,664.0,0.11,38,2018-05-09 18:49:42.791231
3018.9327499999995,1.38,666.0,0.1,36,2018-05-09 18:49:52.792079
2102.092,7.41,675.0,0.08,37,2018-05-09 18:50:02.792682
2155.498125,1.6099999999999999,657.0,0.07,37,2018-05-09 18:50:12.793432
2008.1587499999996,1.74,666.0,0.06,38,2018-05-09 18:50:22.794148
3801.1322499999997,1.6099999999999999,666.0,0.12,38,2018-05-09 18:50:32.794879
2729.061375,2.21,656.0,0.1,37,2018-05-09 18:50:42.795583
2343.71875,1.75,658.0,0.09,36,2018-05-09 18:50:52.796259
1973.836875,1.75,661.0,0.15,38,2018-05-09 18:51:02.796928
2003.105125,1.5,655.0,0.13,37,2018-05-09 18:51:12.797553
2308.06575,1.25,650.0,0.11,36,2018-05-09 18:51:22.798178
2071.520875,1.74,655.0,0.09,37,2018-05-09 18:51:32.798855
2072.606125,2.98,649.0,0.15,38,2018-05-09 18:51:42.799503
2087.3538750000002,1.6099999999999999,657.0,0.13,38,2018-05-09 18:51:52.800151
1980.49925,2.36,648.0,0.11,38,2018-05-09 18:52:02.800881
2061.3113749999998,1.49,657.0,0.09,38,2018-05-09 18:52:12.801486
1933.1956250000003,3.51,657.0,0.15,37,2018-05-09 18:52:22.802086
2191.069125,2.36,650.0,0.13,38,2018-05-09 18:52:32.802728
1982.30325,1.74,656.0,0.26,38,2018-05-09 18:52:42.803315
2018.3106250000003,1.6099999999999999,648.0,0.22,36,2018-05-09 18:52:52.804063
1986.8659999999998,2.24,663.0,0.19,37,2018-05-09 18:53:02.804658
2178.598875,1.71,652.0,0.16,38,2018-05-09 18:53:12.805276
1959.3572500000002,1.6099999999999999,651.0,0.13,38,2018-05-09 18:53:22.805865
1858.242375,1.8599999999999999,654.0,0.11,38,2018-05-09 18:53:32.806454
1913.0749999999998,1.49,660.0,0.09,38,2018-05-09 18:53:42.807084
2556.8147500000005,2.0,661.0,0.08,41,2018-05-09 18:53:52.807648
2271.5147500000003,1.8599999999999999,654.0,0.07,40,2018-05-09 18:54:02.808347
2135.3547500000004,2.21,655.0,0.06,40,2018-05-09 18:54:12.808929
2578.967125,1.6099999999999999,659.0,0.05,41,2018-05-09 18:54:22.809502
2352.7291250000003,1.6099999999999999,663.0,0.04,38,2018-05-09 18:54:32.810094
1913.090875,1.99,658.0,0.03,38,2018-05-09 18:54:42.810680
2228.035125,2.24,657.0,0.03,40,2018-05-09 18:54:52.811302
2085.8656250000004,2.1,655.0,0.02,42,2018-05-09 18:55:02.811896
2429.8691249999997,2.45,648.0,0.02,38,2018-05-09 18:55:12.812607
2102.8329999999996,1.88,654.0,0.02,38,2018-05-09 18:55:22.813157
2653.9694999999997,1.75,651.0,0.09,42,2018-05-09 18:55:32.813921
