id,created_at,text
992241336677003264,2018-05-04 03:15:44,RT @dog_feelings: the human hasn’t smiled much today. and i’m not sure why. but i have a squeaker toy that looks like a cupcake. and i am c…
992215164064817153,2018-05-04 01:31:44,"RT @jegan__mones: You howl all you want Charleston, honey https://t.co/Cv5bLk0ogh"
992198572664860672,2018-05-04 00:25:48,This is Rosie. She thought Coachella was this weekend. Bought a non-refundable flower crown and everything. 13/10 m… https://t.co/1bCfrWg2IS
992108928791187456,2018-05-03 18:29:35,@HussMichael Michael... you may be onto something
991837800474599427,2018-05-03 00:32:13,@gaygrich Happy. Kitchen. Bear.
991837596887248896,2018-05-03 00:31:25,@joemcken @brianacollins_ coól
991837147522064384,2018-05-03 00:29:38,Very funny guys. We only rate dogs. Please do not send in Happy Kitchen Bears. We will not rate them. Thank you...… https://t.co/Z60glrqsAI
991744823156793349,2018-05-02 18:22:46,@Electrodium @ChrisyRuddy i decided the majority of people would think i just misspelled it if i made that pun
991744041351090177,2018-05-02 18:19:39,This is Riley. He’ll be your chauffeur this evening. Hopes you don’t mind if he drives with his shoulders. 13/10 wo… https://t.co/UMlVIfaqLW
991489999869800448,2018-05-02 01:30:11,@mulaney great work sir
991468452232691712,2018-05-02 00:04:34,@Allen_Kim @DECAbrooks @dog_feelings you can unfollow for free 🤗
991403058625118208,2018-05-01 19:44:43,@darth IT LOOKS LIKE THERE ARE PLENTY DARTH WE JUST NEED TO KEEP B-MO HYDRATED
991401309407465473,2018-05-01 19:37:46,@darth DARTH THERE IS A LINE NO CUTS
991399795892916224,2018-05-01 19:31:45,This is B-Mo. He has a heart on his butt and he loves bringing people rocks. 13/10 a generous and talented boy https://t.co/UXje05PSlj
991146093462413312,2018-05-01 02:43:37,@Mel30598 ❤️
991121306576879616,2018-05-01 01:05:08,@MarkBrokeIt @dog_feelings thank you sir. i promise to never resort to such terrorism again
991117474551795712,2018-05-01 00:49:54,@Walters_Dom @dog_feelings anytime 😘
991117346990362624,2018-05-01 00:49:24,@MarkBrokeIt @dog_feelings we haven’t broken even on them yet or i would never use these tactics
991116499271278593,2018-05-01 00:46:02,Our Mother’s Day card is only available through Wednesday! Your mom definitely saw this post and will be expecting… https://t.co/QTZB5Qi5Re
990987750601093120,2018-04-30 16:14:26,Say hello to Meatball. I’m told he actually loves flowers. That’s just how his face is. 13/10 utterly enchanting https://t.co/375peh8odP
990745189298917376,2018-04-30 00:10:34,This is Mossy. She stole the remote and then fell asleep making everyone watch what she wanted. A very frustrating… https://t.co/v3t5rXgf8K
990701505018761219,2018-04-29 21:16:59,@theszczzznit omg
990371169185476608,2018-04-28 23:24:21,@thekathied @crucifalex peekaboop*
990370849608871936,2018-04-28 23:23:05,This is Cedric. He received a fancy jacket for his 13th birthday. Rain doesn’t stand a h*ckin chance against this g… https://t.co/6n5pJvL078
990357021038915586,2018-04-28 22:28:08,@BleuAceStudio https://t.co/RJpD715IrQ
990321351926992896,2018-04-28 20:06:24,https://t.co/bZkJVpvaVl
989933119900999681,2018-04-27 18:23:42,This is Kendal. He was born with a hereditary condition that inhibits tear production. For five years he’s been tak… https://t.co/MYJ12dbKPY
989931745297432576,2018-04-27 18:18:14,"@BadDogCity please direct all further questions to @skyhorsepub. and again, if someone you know is unhappy about th… https://t.co/ML3AJcGDB7"
989657223084244992,2018-04-27 00:07:23,"This is Oakley. He picked you some flowers. Hopes they’re your favorite color. If not, he can try again. 14/10 they… https://t.co/oTWddg2972"
989537883743834112,2018-04-26 16:13:10,"We’ve got everything you need to be puppared for Mother’s Day 💞

Shop Now: https://t.co/NtMvDEXv9A https://t.co/yHa8UbTYXc"
989362797472632832,2018-04-26 04:37:27,@myres512 ❤️
989323987221172224,2018-04-26 02:03:13,@katofhearts ❤️
989319704715153408,2018-04-26 01:46:12,"RT @dog_feelings: i made. more love cards

https://t.co/BPYkRRtZcO https://t.co/2JN77Iso5x"
989300750152069120,2018-04-26 00:30:53,Meet Max. She pouts until someone holds her. A truly rebarkable strategy. 12/10 works every time https://t.co/EduDwIYScu
989288720976277506,2018-04-25 23:43:05,RT @Amanda_d1234: “So what is it like to own a Shiba?” https://t.co/TuzixPe0Tv
989279937629696000,2018-04-25 23:08:11,@AustinOnSocial @dog_feelings lol wtf
989177131887415301,2018-04-25 16:19:40,@LennyBrucefosho @Gracie_Lauren7 rich mahogany*
989176681243070464,2018-04-25 16:17:53,This is Trout. He lives a life of luxury. Probably owns many leather-bound books. 13/10 for the proper pampered pup… https://t.co/6lZdzl02dj
988932682615853057,2018-04-25 00:08:19,This is Kane. He’s on his way home for the first time after being adopted. Hasn’t stopped smiling since. 13/10 woul… https://t.co/s75X0U4pQE
988894684037644288,2018-04-24 21:37:20,RT @fuchstraumer: the saddest awoo https://t.co/p7etuaZUew
988573045076963328,2018-04-24 00:19:15,RT @dog_rates: This is Apollo. He knows he's h*ckin handsome. Stud status achieved. 12/10 would wink back https://t.co/QbEb0I1J9z
988515600426299392,2018-04-23 20:30:59,@Niall_Seed @megzaros https://t.co/kkqjs7Y3i9 :)
988515510550659073,2018-04-23 20:30:38,@JGhosty omg
988455306224128006,2018-04-23 16:31:24,This is Jackson. His favorite ice cream place just opened pup for the season. Should call it Scoops &amp; Boops. 12/10… https://t.co/rbFmDJQpiN
988208849340510209,2018-04-23 00:12:04,"This is Gus. He was supposed to help his owner with their pupposal, but decided his nap takes priority. 13/10 will… https://t.co/xqz3ZU4xGk"
988146597958750209,2018-04-22 20:04:42,@xigzagoon we would never promote anything of that nature
988145802106241025,2018-04-22 20:01:32,"@xigzagoon incorrect 
https://t.co/sY0gKer4qh"
988092954836430848,2018-04-22 16:31:32,@HudgetBrineGods @HAIL_Fredonia yes
988086600117694464,2018-04-22 16:06:17,@Leiamartin25 @HAIL_Fredonia this is a good question
988085358024970241,2018-04-22 16:01:21,We are featuring a Star Wars themed Dog Walk today on our snapchat to help raise money for the Institute of Autism… https://t.co/kcy0JlJVWV
987838487218057216,2018-04-21 23:40:23,"RT @michelesykora: My sisters guide dog always sneakily walks her into this store without her knowing 😂😍 I love dogs, man https://t.co/UuE9…"
987713213474201601,2018-04-21 15:22:35,RT @abcbrisbane: Max the loyal old blue heeler stays with a three-year-old girl lost in rugged bush overnight and leads her grandma to find…
987501841939423232,2018-04-21 01:22:40,@LarkChirp @dog_feelings cool
987398687562371072,2018-04-20 18:32:46,This is Rose. She conducted a very passionate zoom and tore her CCL. Not thrilled about it. Still 13/10. You can he… https://t.co/H74P0ZNCBg
987347825716580352,2018-04-20 15:10:40,RT @JabinSerene: I’ve have yet to finish watering my plants 💀 https://t.co/UikjA9UPzH
986762231290490881,2018-04-19 00:23:43,This is Kylo. He just had his very first checkpup. Good boy levels off the h*ckin charts. 13/10 would noggin pat https://t.co/rjdQ691x1e
986692586785165312,2018-04-18 19:46:59,@Brandonwoelfel ok but honestly when is the collab i need some pups surrounded by pretty lights ASAP
986639920189108224,2018-04-18 16:17:42,This is George. He would puppreciate five more minutes. There is absolutely no shame in an extended snoozle. 12/10… https://t.co/bbWWcOfrH9
986394000415485952,2018-04-18 00:00:30,"This is Wilson. He hopes your day is going well. If not, you can always zoom in on his tongue bubbles. 13/10 thank… https://t.co/cbCUkTRWPE"
986031318713683969,2018-04-16 23:59:20,Thank you to everyone who voted for us in the Shorty Awards and to anyone who has ever liked a dog rate. This incre… https://t.co/su8yZvwQCm
985925506536235008,2018-04-16 16:58:53,@agirlkenndream_ no
985700162956865536,2018-04-16 02:03:26,"RT @shortyawards: Wow, so honored to get to tweet this: @dog_rates doing very good work, much enthusiasm, 13/10. Congrats on your Best Anim…"
985592491792625666,2018-04-15 18:55:36,free him https://t.co/zI1h2Q6RIO
985375275281207296,2018-04-15 04:32:27,@Dodgers dogdgers :)
985227249023684608,2018-04-14 18:44:15,@JeffVeillette ❤️
985197159451512832,2018-04-14 16:44:41,This is Stella. She has been crowned the dandelion queen. Has waited her whole life for such a h*ckin honor. 13/10… https://t.co/oMfQQDpV1y
985012722675978240,2018-04-14 04:31:48,@AndyManganelli I’m here this weekend!
984978760968671232,2018-04-14 02:16:51,@youkneeskyna @CaseyNeistat @blacktapnyc ...h*ck
984977443814559744,2018-04-14 02:11:37,@CaseyNeistat @blacktapnyc having it for the first time right now (yes i already ate some so the pic isn’t as prett… https://t.co/NqsdnwP27r
984899768471248896,2018-04-13 21:02:58,"This is Percy. A few weeks ago he started having trouble eating, which was very concerning because food is like his… https://t.co/9SGca1NSIC"
984594512780709888,2018-04-13 00:49:59,This is Kipling. He noticed you forgot a towel for after your shower. Thought he could be of assistance. 14/10 a tr… https://t.co/TYVt8DB4dv
984428686752538625,2018-04-12 13:51:03,@Ms_Cooper_ ❤️
984230513396285441,2018-04-12 00:43:35,This is Brutus. He found a twig and got emotionally attached to it. Hoping you’ll let him bring it inside for event… https://t.co/BAorciwNPo
984170643120906241,2018-04-11 20:45:40,@Maxqz_ @ChrisEvans let’s not watch it from an account that doesn’t credit the original
984169992051679233,2018-04-11 20:43:05,RT @ChrisEvans: This is the moment we met. He was trying so hard to stay seated even though he desperately wanted to get out. I knew right…
983850009203544065,2018-04-10 23:31:35,This is Biff. He ordered his scone a while ago. Would like a word with whoever’s in charge around here. 13/10 deep… https://t.co/0bPrBLER3R
983786873339432960,2018-04-10 19:20:43,RT @luludraws: dog memes and coffee (I can’t h*ckin stop buying stuff from @dog_rates) https://t.co/hvmnbnkAQw
983745489492414464,2018-04-10 16:36:16,@markiplier my goodness
983499273294802944,2018-04-10 00:17:53,@A11Jarod @stanced_photos watch your mouth
983498439844663296,2018-04-10 00:14:35,This is Champ. He was told he could only bring one item to the park. No rules against combinations. 13/10 innovativ… https://t.co/4u4C5ZFJNY
983451560633143296,2018-04-09 21:08:18,@jaci_elizabeth3 heads pup*
983136864742887426,2018-04-09 00:17:49,@eboldy honestly my heart rate is still elevated
983135207464361984,2018-04-09 00:11:13,@eboldy look... i know
983133464315691008,2018-04-09 00:04:18,This is Wiley. He has a heart on his nose. 14/10 would protect at all costs  (IG: hi.wiley) https://t.co/AQ3ZonhPRN
982701575922577413,2018-04-07 19:28:08,Corgi Beach Day is a wonderful magical thing https://t.co/uJh5MOeDqh
982518140117504000,2018-04-07 07:19:13,@hedonish a trend we hope continues :)
982317111094624256,2018-04-06 18:00:24,@joshgroban @TiannaMarquette ❤️
982306667474780160,2018-04-06 17:18:54,This is Charlie. He’s been diagnosed with osteosarcoma. His back right zoomer has already been amputated to help st… https://t.co/RpVdCsotbI
982014460561850368,2018-04-05 21:57:47,@Starbucks can confirm 13/10
981929074846322689,2018-04-05 16:18:29,This is Lucky. He likes to get pup close and personal. Needs everyone to know how soft his noggin is. 13/10 would b… https://t.co/fDWmIkBSBm
981895068075417600,2018-04-05 14:03:21,@stephschaefer11 @dog_feelings 💞
981894806703169536,2018-04-05 14:02:19,@Doughvelopment @darth @theDogvocate where can i send a truckload of tennis balls
981684648836296704,2018-04-05 00:07:13,This is Luxe. According to her calendar this snow shouldn’t be here anymore. Very ready for beach zooms and toasty… https://t.co/Zaz5e3PrhY
981654415810744322,2018-04-04 22:07:05,@luludraws 💞
981619256528965633,2018-04-04 19:47:23,@DOOM language
981567107325399041,2018-04-04 16:20:09,This is Remi. She just discovered that tiny legs don’t generate the forces required for this activity. 13/10 would… https://t.co/G7C9rXzBJZ
981544683678650368,2018-04-04 14:51:03,@JackRand14 legend
981374074000732160,2018-04-04 03:33:06,@PlayOverwatch @SuperRisu 🤔
981373465516179456,2018-04-04 03:30:41,@nhotte @lukasneville @Noahpinion @dog_feelings my accounts are certainly not immune to the super negative cesspool… https://t.co/uXlbE8kJib
981337691219521537,2018-04-04 01:08:32,@NHL *fist pumps*
981322022591574021,2018-04-04 00:06:16,"This is Sawyer. If you don’t mind, he’d appreciate some privacy as he puppares his bath. 13/10 https://t.co/ELLNT2Ilt6"
981263996010598405,2018-04-03 20:15:42,@ChabeliH omg
981260031617327105,2018-04-03 19:59:57,@ChabeliH ❤️
981237453209112576,2018-04-03 18:30:14,RT @MONEY: This 21-year-old quit college to run @dog_rates. He’s now making six figures https://t.co/oLelzeruVY
980959359982297088,2018-04-03 00:05:11,@Woody_Wilder smaller one
980958432772714498,2018-04-03 00:01:30,"This is Pluto. He enjoys spending quality time with his father. They have a unique, yet powerful bond. 12/10 for bo… https://t.co/EcQF4y1Gv1"
980931791367430150,2018-04-02 22:15:38,@SOWT_ :)
980837983178907649,2018-04-02 16:02:52,This is Charlie. He’s a guide pup in training. Working hard on not being distracted by literally everything. 13/10… https://t.co/XM0p0kH2pr
980675033742888960,2018-04-02 05:15:22,@pitchforkprncss propose
980620436445761536,2018-04-02 01:38:25,"RT @dog_feelings: today. i wasn’t a very good dog

april fools. i was so good"
980611193751654400,2018-04-02 01:01:42,RT @gr80nes: I’m having too much fun with toby and these glasses I got him 😂 https://t.co/MZEp9otpJH
980596811772637184,2018-04-02 00:04:33,@MattxRed @davidhogg111 @Emma4Change @JaclynCorin oh h*ck yea
980514397431959552,2018-04-01 18:37:04,@Ninja more of dog pls
980487837186437121,2018-04-01 16:51:31,@elijahdaniel ❤️❤️❤️
980459826756145152,2018-04-01 15:00:13,This is Maggie. She has no idea where the last Easter egg went. Not sure why you’re interrogating her. 13/10 would… https://t.co/ACWFwVbF7H
980219547147014144,2018-03-31 23:05:26,This is Romeo. He had an intense passion for adventure. I’m also told he snored really loud and sometimes ate dirt.… https://t.co/pbj6PNRDRm
980164400203141120,2018-03-31 19:26:18,@KittyKthulhu DM :)
980116183511912454,2018-03-31 16:14:42,@dragonfly808 omg
980116064263696385,2018-03-31 16:14:14,@Joseforchange ❤️
979793640552845313,2018-03-30 18:53:02,@Retailiated BRUCE OMG YOUR EYES SAY IT ALL ❤️
979760817448062976,2018-03-30 16:42:36,@Iva_T @dog_feelings i’m just the messenger. this community is incredible and i’m honored to have somehow cultivated it
979754666236968960,2018-03-30 16:18:10,This is Bruce. He recently had emergency surgery to correct a collapsed lung. Now he has a very special tube helpin… https://t.co/ybVQzlhziH
979387798296977414,2018-03-29 16:00:21,Meet Kenny. He gets nervous during car rides. Only feels safe if you hold him close and massage his noggin. 12/10 a… https://t.co/BQKOLXP2pt
979214795093180417,2018-03-29 04:32:54,@BrandixBLT no
979092927136911360,2018-03-28 20:28:39,@drvinceknight i can offer some insight into the peculiarities you found. for example: Friday posts are gofundme’s… https://t.co/pKzpjx9P4C
979053905400262656,2018-03-28 17:53:35,@2SpockShakur @direwolfson omg
979023664120295424,2018-03-28 15:53:25,@darth @direwolfson HE HAS VERY GOOD HANDWRITING TOO DARTH
979022640504557568,2018-03-28 15:49:21,This is Rizzo. His goodness can be identified from across the street three floors down. 14/10 a truly impressive go… https://t.co/C1MnRAwGSu
978808485986086912,2018-03-28 01:38:23,@darth @kate_guarente C L O O N E Y
978808316385267712,2018-03-28 01:37:42,RT @rubyymaee: My mum gets handmade clothes from America for my dog and I literally can’t cope 😂😩😂 https://t.co/lpGnDiLyi0
978780154754404352,2018-03-27 23:45:48,@direwolfson oh. my. goodness.
978696256754241536,2018-03-27 18:12:25,@TheOneTrueKOB 11oz
978695695011020801,2018-03-27 18:10:11,@FaintingGoat92 take it back
978694905349492736,2018-03-27 18:07:03,"Reminder: we have good mugs

https://t.co/XaV3hKYd72 https://t.co/slDeLSNAHn"
978613739200098304,2018-03-27 12:44:31,@Sadokist omg matthew
978423766077333505,2018-03-27 00:09:38,This is Spencer. He is unpredictable and duplicitous. Will not hesitate to bite your whole h*ckin arm off. Still 12… https://t.co/cIcwLPsd8k
978384552266752001,2018-03-26 21:33:49,@btowns96 amazing
978358307462279168,2018-03-26 19:49:32,RT @Ccarver13: added another sticker to the car to let everyone know i miss yonce when i'm not home 🐾 https://t.co/rd6R57ffCA
978357145493176320,2018-03-26 19:44:55,@fabulousbatman yea we’re not affiliated with that trash
978298085767045120,2018-03-26 15:50:14,This is Sam. He occasionally misplaces his ears. Always finds them though. 13/10 superb boy https://t.co/slaNqgk6XF
977652629764534275,2018-03-24 21:05:25,@commrhetprof @darth @matt___nelson best one so far
977630329145102338,2018-03-24 19:36:48,Here is a very supportive pup toting a simple statement while marching with her humans today. 14/10… https://t.co/7sZOv3Aj7Z
977382454444085249,2018-03-24 03:11:50,@Wendys we meant h*ck
977382316623396864,2018-03-24 03:11:17,@Wendys oh shit
977307019790241793,2018-03-23 22:12:05,@SeaTimesSports all I’ll say is that 10/10 is quite low
977255873734168577,2018-03-23 18:48:51,@FFXVEN ❤️
977250814082371584,2018-03-23 18:28:45,@Brandonwoelfel *nods*
977247893974405120,2018-03-23 18:17:08,@KeithOlbermann ❤️
977245818951520256,2018-03-23 18:08:54,"This is Prompto. He was the runt of the litter and clearly still excruciatingly adorable. At just 10 months old, he… https://t.co/CfDKIPSVjc"
977237280124555264,2018-03-23 17:34:58,RT @dog_feelings: if we’re being really honest. i think. we should celebrate puppies. every day. just a thought
977225792659836928,2018-03-23 16:49:19,@danibeckstrom some of us deserve it Dani
977194539613122560,2018-03-23 14:45:08,@darth 1000 replies in 4 minutes darth buckle pup
977193624265023488,2018-03-23 14:41:30,"In honor of #NationalPuppyDay, please help me create a mega-thread of joy by replying with pics of your dog. Thank you ❤️"
977018919402770432,2018-03-23 03:07:17,@CBCFletch 🤗
976965618112061440,2018-03-22 23:35:29,"Here is a puppo executing a passionate attempt. 14/10 would boost
(IG: thegolden_finnley) https://t.co/aVC45fKDbU"
976946948891607041,2018-03-22 22:21:18,@MalmalStan we see them 😊
976898807727312896,2018-03-22 19:10:00,@lyss121 oh. my. goodness.
976898286786433024,2018-03-22 19:07:56,"RT @lyss121: My sister snapped me this, but I feel like it deserves to be seen by so many more 😭 https://t.co/p5QqXgjVPt"
976613067894247424,2018-03-22 00:14:34,Meet Apollo. He stops by this wall every day on his walk. Says the wings make him feel both powerful and marvelous.… https://t.co/6Ig9a7bn7g
976497585828646912,2018-03-21 16:35:41,This is Finnley. He heard someone say to raise your hand if you’re a good boy. 14/10 good boy status confirmed https://t.co/6zLM6mdyWU
976201779556864004,2018-03-20 21:00:15,@DavidDobrik 12/10 lovely pup https://t.co/4wA7egfUBz
976128197015359496,2018-03-20 16:07:52,RT @dog_rates: This is Frisco. He’s simply a majestic boy. Planning to place these at the front of his modeling pupfolio. 13/10 would sign…
975887646223462400,2018-03-20 00:12:00,This is Armas. He is king of the frosty head tilts. Flawlessly executed sneaky tongue slip as well. 13/10 simply br… https://t.co/5Pf290kmPV
975834684440662016,2018-03-19 20:41:33,@thegreatkhalid ❤️
975813116507324416,2018-03-19 19:15:51,RT @landonsiu: Milk Tea deserves to be famous as he will bless everyone https://t.co/qPXRUUQ6MM
975774985401896962,2018-03-19 16:44:20,@zelany @emily_holland01 these are fine
975767258600542208,2018-03-19 16:13:37,"This is outrageous. We do not rate Deadly Moroccan Road Lions, no matter how jubilant they may appear. We only rate… https://t.co/V85hGITQu4"
975566242114428929,2018-03-19 02:54:51,@master_chief_sd @darth @Gynxed @UMBCAthletics DARTH LOOK AT HIS AVATAR HE HAS A SHIRT
975523487984115713,2018-03-19 00:04:58,@BirchandMaple @Gynxed @UMBCAthletics please watch your language
975522681985658880,2018-03-19 00:01:46,This is Chief. He’s hype as h*ck for the game. Claims he’s been a fan forever. 13/10 really hopes both teams have f… https://t.co/JvjSlnNYhJ
975500755632259072,2018-03-18 22:34:38,@UMBCAthletics more like 16/1 😏
975483369701158912,2018-03-18 21:25:33,@UMBCAthletics I’ll have my people call your people
975427749312647168,2018-03-18 17:44:32,This is Griffey. His St. Patrick’s Day bow tie didn’t arrive until this morning. Politely requests that everyone ce… https://t.co/wh3zXfuY92
975174472536817665,2018-03-18 00:58:06,@thekathied @meaghano9 @ecgowaffle i love this community so much
975171819568320512,2018-03-18 00:47:34,"Meet Theo. He has a long history of thrombocytopenia, which kept him from enjoying his favorite things (like kayaki… https://t.co/LLzhLI5pNy"
974860918596218880,2018-03-17 04:12:09,@NYstylehotdish woah
974851340194189312,2018-03-17 03:34:06,"THEY’RE GOOD RETRIEVERS, BRENT"
974815485052309504,2018-03-17 01:11:37,@CorgiBeachDay ok but like how many corgis are we talkin?
974787819083321345,2018-03-16 23:21:41,@ctsinclair big good boy
974770212024344578,2018-03-16 22:11:43,@OttawaCitizen excuse me?
974746320262062080,2018-03-16 20:36:47,@andstacey1 yep :)
974717631033987073,2018-03-16 18:42:47,"Say hello to Cinderella. Up until very recently, she had been a stray her whole life. During this time she develope… https://t.co/eS0FdPZTt8"
974667468366020614,2018-03-16 15:23:27,@Lin_Manuel LIN NEXT TIME PUT “DREAMED” IN BOLD OR SOMETHING GOOD LORD
974440398528700422,2018-03-16 00:21:09,RT @dog_rates: Here's a heartwarming scene of a single father raising his two pups. Downright awe-inspiring af. 12/10 for everyone https://…
974343342887784448,2018-03-15 17:55:30,"RT @dog_rates: STICKERS - 𝑏𝑎𝑐𝑘 𝑏𝑦 𝑝𝑢𝑝𝑢𝑙𝑎𝑟 𝑑𝑒𝑚𝑎𝑛𝑑

🐶 all 6 available in black &amp; white
🐶 weather resistant vinyl
🐶 free shipping (up to 3)
🐶…"
974317372013244416,2018-03-15 16:12:18,This is Rooster. He would like a hug. Maybe a kiss too but the hug is top priority. 12/10 would obviously accept https://t.co/IpyBPeRrel
974075638272462848,2018-03-15 00:11:44,This is Caillou. He likes to visit the flowers. He knows they make him happy. 13/10 a mental health icon https://t.co/JshpO1tIzb
974067371806806016,2018-03-14 23:38:53,@AlexFrecon @united pass
974062596746829824,2018-03-14 23:19:54,@amyrox9 😏
973981914032943104,2018-03-14 17:59:18,@Hey_JJay_ ❤️
973962287907266566,2018-03-14 16:41:19,@antoinette_325 this is some crafty sticker combining
973961760041586688,2018-03-14 16:39:13,@anavpickles just dogs
973956076231188482,2018-03-14 16:16:38,@snoo_pingas it said “back by pupular demand” but fancy
973953581203238912,2018-03-14 16:06:43,@juliabeaugerard we ship worldwide yes :)
973953494930640896,2018-03-14 16:06:23,@abcronkhite these are perfect for cars :)
973952027448545281,2018-03-14 16:00:33,"STICKERS - 𝑏𝑎𝑐𝑘 𝑏𝑦 𝑝𝑢𝑝𝑢𝑙𝑎𝑟 𝑑𝑒𝑚𝑎𝑛𝑑

🐶 all 6 available in black &amp; white
🐶 weather resistant vinyl
🐶 free shipping (up… https://t.co/PP6Rfx1VUM"
973662556500918273,2018-03-13 20:50:17,@SisterTeee *whispers* DM us more pics of Jack
973659427273347073,2018-03-13 20:37:51,@Oceana mischievous* sandy sea slug
973644840343887872,2018-03-13 19:39:54,@Oceana time for a new h*ckin entry
973590145218809856,2018-03-13 16:02:33,You’re kidding me. We only rate dogs. Please don’t send in mischievous sandy sea slugs. Show some respect. Thank yo… https://t.co/cC72gYCh7r
973551408321527811,2018-03-13 13:28:38,@BluJean2011 ❤️
973349042628460544,2018-03-13 00:04:30,@Jorgehastweets oh wth
973228704355713028,2018-03-12 16:06:19,@darth @UhlerDaphne darth he is just chillin
973227172419833856,2018-03-12 16:00:14,This is Charlie. He’s on his first snow adventure. Got tired immediately and had to be carried the rest of the way.… https://t.co/97JybHeH53
973224504687284225,2018-03-12 15:49:38,@Mattloki062 DM us pics to have a chance :)
973131113047773184,2018-03-12 09:38:31,@ollyog HI DOUG
972981458339074048,2018-03-11 23:43:51,This is Bunsen. He grew pup into a fine young medical professional. Specializes in mending hearts. 13/10 would ask… https://t.co/DOWKtpO9oT
972961971363598342,2018-03-11 22:26:25,@jaketapper Jake this is fridge worthy
972175501770088448,2018-03-09 18:21:16,@syscomments whoops :)
972166027680407553,2018-03-09 17:43:37,@darth LOOK AT HIS PICNIC HAT LIKE OMG DARTH
972165380952162305,2018-03-09 17:41:03,This is Jasper. He was rescued a year and a half ago from an abusive owner. It was soon revealed that he received e… https://t.co/WZpSACBdey
971544454241964034,2018-03-08 00:33:42,This is Duke. He roar. 13/10 would follow into battle https://t.co/z8mtkTqwx7
971451815907811328,2018-03-07 18:25:36,"@chrissyteigen I’m so sorry, Chrissy ❤️"
971075700043247616,2018-03-06 17:31:03,This is Alex and Yuna. They’re in that early relationship stage where nobody knows what the h*ck is going on. Both… https://t.co/t1fYFp3j35
970826879249862658,2018-03-06 01:02:19,@svershbow Austin is a glorious place
970826573615128576,2018-03-06 01:01:06,@CooleyKid319 looks like they need a tudor
970748525222027264,2018-03-05 19:50:58,@sonic_hedgehog a rare ᵈᵒᵘᵇˡᵉ ʷᵃᵍ ᵇᵒᶦ 14/10 would be an honor to pet
970720794077736960,2018-03-05 18:00:47,Meet Gordon. He was wondering if you’d be interested in some snugs today. Claims he’s very cozy. Will even let you… https://t.co/KQR5jl0dc0
970718356327321601,2018-03-05 17:51:05,@Mushy_Burke I’m so sorry ❤️
970703360746811392,2018-03-05 16:51:30,@kynziealexis ☺️
970696053010980865,2018-03-05 16:22:28,RT @dog_feelings: i was all ready. for a lovely. relaxing walk this morning. when the human decided. we were going to run. the whole thing.…
970103884843769856,2018-03-04 01:09:24,This is Scooter. At 13 years old he decided to stay true to his name. Now goes 0-60 in 2.4 seconds. 14/10… https://t.co/ZsFcoiWHmU
969765216065064960,2018-03-03 02:43:39,"Shortly after our post, Lily developed sepsis. She passed away this afternoon. I'm so sorry everyone ❤ https://t.co/A9GrTEdXyZ"
969734775580839937,2018-03-03 00:42:41,@Iamspagetti 😘
969636091044220928,2018-03-02 18:10:33,@blairdulli ❤
969629355264610304,2018-03-02 17:43:47,This is Lily. She's been in critical care for several days with pneumonia in both lungs. I'm told even at 9 years o… https://t.co/bGXEmtJUCP
